name,time,value
temp,1704851079990635733,15.0
temp,1704851140069888725,15.0
temp,1704851200253723999,15.0
temp,1704851260562662894,15.0
temp,1704851321069875280,15.0
temp,1704851381408543665,15.0
temp,1704851441618043611,15.0
temp,1704851501862374994,15.0
temp,1704851561991612032,15.0
temp,1704851622291373137,15.0
temp,1704851682794706689,15.0
temp,1704851742861334885,15.0
temp,1704851803121069109,15.0
temp,1704851863598092251,15.1
temp,1704851923700723373,15.0
temp,1704851984156721650,15.1
temp,1704852044454988032,15.1
temp,1704852104641301132,15.1
temp,1704852164907479822,15.1
temp,1704852225249461781,15.1
temp,1704852285435605398,15.0
temp,1704852345814679351,15.1
temp,1704852405963021527,15.1
temp,1704852466342729442,15.1
temp,1704852526669976346,15.1
temp,1704852586818457665,15.1
temp,1704852647155966312,15.1
temp,1704852707476780520,15.0
temp,1704852767623310066,15.1
temp,1704852827891681958,15.1
temp,1704852888156690324,15.1
temp,1704852948621731239,15.0
temp,1704853008939845668,15.0
temp,1704853069207354141,15.0
temp,1704853129337889919,15.0
temp,1704853189675884697,15.0
temp,1704853249836793579,15.0
temp,1704853310238222285,15.0
temp,1704853370481596788,15.0
temp,1704853430937728569,15.0
temp,1704853491093963206,15.1
temp,1704853551352513379,15.0
temp,1704853611683189463,15.0
temp,1704853672085609704,15.0
temp,1704853732304923379,15.0
temp,1704853792580205352,15.0
temp,1704853852884539091,15.0
temp,1704853913262869092,15.1
temp,1704853973366741013,15.1
temp,1704854033662865011,15.1
temp,1704854094038066850,15.1
temp,1704854154168828934,15.1
temp,1704854214603335204,15.1
temp,1704854274607705379,15.1
temp,1704854335150303938,15.1
temp,1704854395246520881,15.1
temp,1704854455673808425,15.1
temp,1704854515780195627,15.1
temp,1704854576012629123,15.0
temp,1704854636455987143,15.0
temp,1704854696683497281,15.0
temp,1704854757122037484,15.0
temp,1704854817335099012,15.0
temp,1704854877713058953,15.0
temp,1704854937973740204,15.0
temp,1704854998172716821,15.0
temp,1704855058422721059,15.0
temp,1704855118825458907,15.0
temp,1704855179013876428,15.0
temp,1704855239187663446,15.0
temp,1704855299503284783,15.0
temp,1704855359755764223,15.0
temp,1704855420202083758,15.0
temp,1704855480303079269,15.0
temp,1704855540591575477,15.0
temp,1704855600957489196,15.0
temp,1704855661219590000,15.0
temp,1704855721513319278,15.0
temp,1704855781914028542,15.0
temp,1704855842117677995,15.0
temp,1704855902375747619,15.0
temp,1704855962491791738,15.0
temp,1704856022767546008,15.0
temp,1704856083222671367,15.0
temp,1704856143472758216,15.0
temp,1704856203746668747,15.0
temp,1704856264175391637,15.0
temp,1704856324432134290,15.0
temp,1704856384556702639,15.0
temp,1704856444996633658,15.0
temp,1704856505032370462,15.0
temp,1704856565388556892,15.0
temp,1704856625808836986,15.0
temp,1704856685965344520,15.0
temp,1704856746196715603,15.0
temp,1704856806500145926,15.0
temp,1704856866892016434,15.0
temp,1704856927207411206,15.0
temp,1704856987571651233,15.0
temp,1704857047547369628,15.0
temp,1704857107968314667,15.0
temp,1704857168254599037,15.0
temp,1704857228505301979,15.0
temp,1704857288830387741,15.0
temp,1704857349114411254,15.0
temp,1704857409348264901,15.0
temp,1704857469642110332,15.0
temp,1704857529874047028,15.0
temp,1704857590221642013,15.0
temp,1704857650516529485,15.0
temp,1704857710849931373,14.9
temp,1704857771095328659,14.9
temp,1704857831196793418,15.0
temp,1704857891481258551,15.0
temp,1704857951873511600,15.0
temp,1704858012301804005,14.9
temp,1704858072379282806,14.9
temp,1704858132872311327,14.9
temp,1704858193084620523,14.9
temp,1704858253294032402,14.9
temp,1704858313637666589,14.9
temp,1704858373820370482,14.9
temp,1704858434166305450,14.9
temp,1704858494415898386,14.9
temp,1704858554865311370,14.9
temp,1704858614917668127,14.9
temp,1704858675297666260,14.9
temp,1704858735496684294,14.9
temp,1704858795824966475,14.9
temp,1704858856048855344,14.9
temp,1704858916476431804,14.9
temp,1704858976803853975,14.9
temp,1704859036830120417,14.9
temp,1704859097109203416,14.9
temp,1704859157483135642,14.9
temp,1704859217734701542,14.9
temp,1704859278138259804,14.9
temp,1704859338527701562,14.8
temp,1704859398690911612,14.9
temp,1704859458873261849,14.9
temp,1704859519347128229,14.9
temp,1704859579545684454,14.9
temp,1704859639690315763,14.9
temp,1704859700173717756,14.9
temp,1704859760281470282,14.9
temp,1704859820643466169,14.9
temp,1704859881005771672,14.9
temp,1704859941159068117,14.9
temp,1704860001471603665,14.9
temp,1704860061859493225,14.9
temp,1704860121963297207,14.9
temp,1704860182462969352,14.9
temp,1704860242468745847,14.9
temp,1704860303009490479,14.9
temp,1704860363195124956,14.9
temp,1704860423479996520,14.9
temp,1704860483849737382,14.9
temp,1704860543892187169,14.9
temp,1704860604205660862,14.9
temp,1704860664477723198,14.9
temp,1704860724936853828,14.9
temp,1704860785254564557,14.9
temp,1704860845337158452,14.9
temp,1704860905710359729,14.9
temp,1704860966062578844,14.9
temp,1704861026303240348,14.9
temp,1704861086664851617,14.9
temp,1704861146795045968,14.9
temp,1704861207092067960,14.9
temp,1704861267294822085,14.9
temp,1704861327772185348,14.9
temp,1704861388005010456,14.9
temp,1704861448326398806,14.9
temp,1704861508379648610,14.9
temp,1704861568663471200,14.9
temp,1704861629061285520,14.9
temp,1704861689545237831,14.9
temp,1704861749675520690,14.9
temp,1704861809786114223,14.9
temp,1704861870236227006,14.9
temp,1704861930663003154,14.9
temp,1704861990770375062,14.9
temp,1704862050945838731,14.9
temp,1704862111305757322,14.9
temp,1704862171548244797,14.9
temp,1704862232072207407,14.9
temp,1704862292225582044,14.9
temp,1704862352512871900,14.9
temp,1704862412778576052,14.9
temp,1704862472979066063,14.9
temp,1704862533282300350,14.9
temp,1704862593536752297,14.9
temp,1704862654017498178,14.9
temp,1704862714064620177,14.9
temp,1704862774378270863,14.9
temp,1704862834648789959,14.9
temp,1704862895141226406,14.9
temp,1704862955193995899,14.9
temp,1704863015430497401,14.9
temp,1704863075721627360,14.9
temp,1704863136167126683,14.9
temp,1704863196353025310,14.9
temp,1704863256681699462,14.9
temp,1704863316878658978,14.9
temp,1704863377259793829,14.9
temp,1704863437382053541,14.9
temp,1704863497786186198,14.9
temp,1704863558148371307,14.9
temp,1704863618320780707,14.9
temp,1704863678718783438,14.9
temp,1704863738925669473,15.0
temp,1704863799141938004,14.9
temp,1704863859473323813,14.9
temp,1704863919871087333,14.9
temp,1704863980047859150,14.9
temp,1704864040374488344,14.9
temp,1704864100652518769,14.9
temp,1704864160781923402,14.9
temp,1704864221284244662,14.9
temp,1704864281442881556,14.9
temp,1704864341621281825,14.9
temp,1704864401966777381,15.0
temp,1704864462350445468,15.0
temp,1704864522697733211,14.9
temp,1704864582940539289,14.9
temp,1704864643296931233,14.9
temp,1704864703470853770,14.9
temp,1704864763647362747,14.9
temp,1704864823972562535,14.9
temp,1704864884349414989,14.9
temp,1704864944484575388,14.9
temp,1704865004771955627,14.9
temp,1704865065162579998,14.9
temp,1704865125356549253,14.9
temp,1704865185558999580,14.9
temp,1704865246061184573,14.9
temp,1704865306114699620,14.9
temp,1704865366465130243,14.9
temp,1704865426798718831,14.9
temp,1704865487140555679,14.9
temp,1704865547325067793,14.9
temp,1704865607647057530,14.9
temp,1704865667848420417,14.9
temp,1704865728250244965,14.9
temp,1704865788474983847,14.9
temp,1704865848829427746,14.9
temp,1704865909007149641,14.9
temp,1704865969481235661,14.9
temp,1704866029606436051,14.9
temp,1704866089786991371,14.9
temp,1704866150085929678,14.9
temp,1704866210474006681,14.9
temp,1704866270694362478,14.9
temp,1704866331083276849,14.9
temp,1704866391375601843,14.9
temp,1704866451543580403,14.9
temp,1704866512022417836,14.9
temp,1704866572155180278,14.9
temp,1704866632506089905,14.9
temp,1704866692679974726,14.9
temp,1704866752968797901,14.9
temp,1704866813369748927,14.9
temp,1704866873535408097,14.9
temp,1704866933957962196,14.9
temp,1704866994134765877,14.9
temp,1704867054519789394,14.9
temp,1704867114680507709,14.9
temp,1704867174964533488,14.9
temp,1704867235340960181,14.9
temp,1704867295544432767,14.9
temp,1704867355881678601,14.9
temp,1704867416224450756,14.9
temp,1704867476426058824,14.9
temp,1704867536727166223,14.9
temp,1704867596985265814,14.8
temp,1704867657212550825,14.8
temp,1704867717381968973,14.8
temp,1704867777808964553,14.8
temp,1704867837937192294,14.9
temp,1704867898262577948,14.9
temp,1704867958566020794,14.9
temp,1704868018796025340,14.8
temp,1704868079366160335,14.8
temp,1704868139353146842,14.8
temp,1704868199823932417,14.9
temp,1704868259981906421,14.8
temp,1704868320497839304,14.8
temp,1704868380658704002,14.9
temp,1704868440926591830,14.8
temp,1704868501238207794,14.8
temp,1704868561395075710,14.9
temp,1704868621762230248,14.8
temp,1704868681972165950,14.8
temp,1704868742214214519,14.8
temp,1704868802619810884,14.9
temp,1704868862764433531,14.8
temp,1704868923240669362,14.8
temp,1704868983393266422,14.8
temp,1704869043718946270,14.8
temp,1704869104020568015,14.8
temp,1704869164464377779,14.8
temp,1704869224429140961,14.8
temp,1704869284756913842,14.8
temp,1704869345122700372,14.8
temp,1704869405469274344,14.8
temp,1704869465731161294,14.8
temp,1704869526086439061,14.8
temp,1704869586310237623,14.8
temp,1704869646488803893,14.8
temp,1704869706716422217,14.8
temp,1704869767272905802,14.8
temp,1704869827529894791,14.8
temp,1704869887718767303,14.8
temp,1704869947852485000,14.8
temp,1704870008302260575,14.8
temp,1704870068555716250,14.8
temp,1704870128874918909,14.8
temp,1704870189062766109,14.8
temp,1704870249381591006,14.8
temp,1704870309731794262,14.8
temp,1704870370003932064,14.8
temp,1704870430112037581,14.8
temp,1704870490534884350,14.9
temp,1704870550636397463,14.9
temp,1704870611088281633,14.8
temp,1704870671392989065,14.8
temp,1704870731567513733,14.8
temp,1704870791869969327,14.8
temp,1704870852230910872,14.8
temp,1704870912376407787,14.8
temp,1704870972651204983,14.8
temp,1704871032956145077,14.8
temp,1704871093358978215,14.8
temp,1704871153462164042,14.8
temp,1704871213731877643,14.8
temp,1704871274050070270,14.8
temp,1704871334440351250,14.8
temp,1704871394614309915,14.8
temp,1704871455118081586,14.8
temp,1704871515171726670,14.8
temp,1704871575567838864,14.8
temp,1704871635825447607,14.8
temp,1704871696035984939,14.8
temp,1704871756348504523,14.8
temp,1704871816668800353,14.8
temp,1704871876939027306,14.8
temp,1704871937082639925,14.8
temp,1704871997605997562,14.9
temp,1704872057957085611,14.9
temp,1704872117941075991,14.9
temp,1704872178550111158,14.9
temp,1704872238668859330,14.9
temp,1704872299037560321,14.9
temp,1704872359355782946,14.8
temp,1704872419419971636,14.8
temp,1704872479770369960,14.9
temp,1704872539900600359,14.9
temp,1704872600473520759,14.9
temp,1704872660549041239,14.9
temp,1704872720861915689,14.9
temp,1704872781152694910,14.9
temp,1704872841430479889,14.9
temp,1704872901878899547,14.9
temp,1704872961942178658,14.9
temp,1704873022207180463,14.9
temp,1704873082516904516,14.9
temp,1704873142718568926,15.0
temp,1704873203142582839,15.0
temp,1704873263492207613,15.0
temp,1704873323594878365,15.0
temp,1704873384084605001,15.0
temp,1704873444397681330,15.0
temp,1704873504672863731,15.0
temp,1704873564949261892,15.0
temp,1704873625099934836,15.0
temp,1704873685251075256,15.0
temp,1704873745529153343,15.0
temp,1704873806054030704,15.1
temp,1704873866416090050,15.0
temp,1704873926458993331,15.0
temp,1704873986826203606,15.0
temp,1704874047027444533,15.0
temp,1704874107369039240,15.0
temp,1704874167580812650,15.0
temp,1704874228041091708,15.0
temp,1704874288105339824,15.0
temp,1704874348526074369,15.1
temp,1704874408753812254,15.1
temp,1704874469202336455,15.1
temp,1704874529275109211,15.1
temp,1704874589787052166,15.1
temp,1704874650060112627,15.1
temp,1704874710115360924,15.1
temp,1704874770410254944,15.1
temp,1704874830884551646,15.1
temp,1704874891071560672,15.2
temp,1704874951410181540,15.2
temp,1704875011483629321,15.2
temp,1704875071979891665,15.2
temp,1704875132216893783,15.2
temp,1704875192371374576,15.2
temp,1704875252846693211,15.3
temp,1704875313292413890,15.3
temp,1704875373387564294,15.3
temp,1704875433645154720,15.3
temp,1704875493871351112,15.3
temp,1704875554191076544,15.3
temp,1704875614459602133,15.3
temp,1704875674623453839,15.4
temp,1704875735122277579,15.4
temp,1704875795187512536,15.4
temp,1704875855462833842,15.4
temp,1704875915692292565,15.4
temp,1704875976147203188,15.4
temp,1704876036245616552,15.4
temp,1704876096676707399,15.4
temp,1704876157047535636,15.4
temp,1704876217234342253,15.4
temp,1704876277376418271,15.5
temp,1704876337703270052,15.5
temp,1704876398005469878,15.6
temp,1704876458483673224,15.6
temp,1704876518899954131,15.6
temp,1704876578837914434,15.6
temp,1704876639341276287,15.6
temp,1704876699364351535,15.6
temp,1704876759725361515,15.7
temp,1704876820018582332,15.8
temp,1704876880270913150,15.8
temp,1704876940555114996,15.8
temp,1704877001073089746,15.8
temp,1704877061387929386,15.8
temp,1704877121351988692,15.8
temp,1704877181784264918,15.9
temp,1704877242058327646,15.9
temp,1704877302266495375,15.9
temp,1704877362450850342,15.9
temp,1704877423007453716,16.0
temp,1704877483071351332,16.0
temp,1704877543649884936,16.0
temp,1704877603893010228,16.0
temp,1704877663899354734,16.0
temp,1704877724125688454,16.0
temp,1704877784473172348,16.0
temp,1704877844947843430,16.1
temp,1704877905101154883,16.1
temp,1704877965455399472,16.1
temp,1704878025765295472,16.1
temp,1704878085966138262,16.1
temp,1704878146362970926,16.2
temp,1704878206383795361,16.2
temp,1704878267014292903,16.3
temp,1704878327068893318,16.4
temp,1704878387414960864,16.4
temp,1704878447568626358,16.4
temp,1704878508092725667,16.4
temp,1704878568201493037,16.4
temp,1704878628403827918,16.5
temp,1704878688877733900,16.5
temp,1704878749151653824,16.5
temp,1704878809302494026,16.5
temp,1704878869654851305,16.6
temp,1704878929882847814,16.6
temp,1704878990348811114,16.6
temp,1704879050481926148,16.7
temp,1704879110875204575,16.7
temp,1704879171113026038,16.7
temp,1704879231367434319,16.8
temp,1704879291608856140,16.8
temp,1704879351745239282,16.8
temp,1704879412033590280,16.8
temp,1704879472294279339,16.8
temp,1704879532625229887,16.8
temp,1704879592881565109,16.8
temp,1704879653139702367,16.9
temp,1704879713507447661,16.9
temp,1704879773915541176,16.9
temp,1704879834161492946,17.0
temp,1704879894341329670,17.0
temp,1704879954617390310,17.0
temp,1704880015072709438,17.1
temp,1704880075288149638,17.1
temp,1704880135444409003,17.2
temp,1704880195805906852,17.2
temp,1704880256099100494,17.3
temp,1704880316375428083,17.4
temp,1704880376840043535,17.5
temp,1704880437066977400,17.5
temp,1704880497329745020,17.6
temp,1704880557486523317,17.7
temp,1704880617827606259,17.8
temp,1704880678012017135,17.8
temp,1704880738232642909,18.0
temp,1704880798492756579,18.0
temp,1704880858819248904,18.0
temp,1704880919296768577,18.0
temp,1704880979343188333,18.1
temp,1704881039794224751,18.1
temp,1704881099975007236,18.2
temp,1704881160321384426,18.2
temp,1704881220638092448,18.3
temp,1704881280836008235,18.4
temp,1704881341125904009,18.4
temp,1704881401541144397,18.5
temp,1704881461782680941,18.5
temp,1704881521991607288,18.6
temp,1704881582242661037,18.6
temp,1704881642621689065,18.7
temp,1704881702947118516,18.7
temp,1704881763417996907,18.8
temp,1704881823565812907,18.8
temp,1704881883789888041,18.9
temp,1704881943843850649,18.9
temp,1704882004219594403,19.0
temp,1704882064665205482,19.0
temp,1704882124828427061,19.1
temp,1704882185054719882,19.2
temp,1704882245593445587,19.3
temp,1704882305778514319,19.4
temp,1704882365959556738,19.4
temp,1704882426234629046,19.5
temp,1704882486409149605,19.5
temp,1704882546690253104,19.5
temp,1704882607163092057,19.5
temp,1704882667348274737,19.5
temp,1704882727769587144,19.5
temp,1704882787978041946,19.5
temp,1704882848147974585,19.6
temp,1704882908540086457,19.6
temp,1704882968849523285,19.7
temp,1704883029273757383,19.7
temp,1704883089292494180,19.7
temp,1704883149678872015,19.8
temp,1704883209766487172,19.8
temp,1704883270036520476,19.9
temp,1704883330611086500,20.0
temp,1704883390860664394,20.0
temp,1704883450887641755,20.0
temp,1704883511392231516,20.0
temp,1704883571644571877,20.0
temp,1704883631869079121,20.0
temp,1704883692128681848,20.1
temp,1704883752493071875,20.1
temp,1704883812738850115,20.1
temp,1704883872850649607,20.1
temp,1704883933180421777,20.2
temp,1704883993536082828,20.3
temp,1704884053711116815,20.3
temp,1704884114058488563,20.3
temp,1704884174283567867,20.3
temp,1704884234663503411,20.3
temp,1704884294963526111,20.3
temp,1704884355190836001,20.3
temp,1704884415700200379,20.3
temp,1704884475965236455,20.4
temp,1704884536201870998,20.4
temp,1704884596266214564,20.4
temp,1704884656650393700,20.4
temp,1704884717101443935,20.5
temp,1704884777086572599,20.5
temp,1704884837418295639,20.5
temp,1704884897907697994,20.5
temp,1704884958106656470,20.5
temp,1704885018335171099,20.5
temp,1704885078575604602,20.5
temp,1704885138989581018,20.5
temp,1704885199202848957,20.5
temp,1704885259543269748,20.5
temp,1704885319870060175,20.5
temp,1704885380074073431,20.5
temp,1704885440203805919,20.5
temp,1704885500698730583,20.5
temp,1704885560982996025,20.5
temp,1704885621160440150,20.5
temp,1704885681479579889,20.5
temp,1704885741892884908,20.5
temp,1704885802058571764,20.5
temp,1704885862179382734,20.9
temp,1704885922515552538,21.2
temp,1704885982846567523,21.5
temp,1704886043230757941,21.7
temp,1704886103442204306,21.8
temp,1704886163891176972,21.9
temp,1704886223948391008,21.9
temp,1704886284321583243,21.9
temp,1704886344781244720,21.9
temp,1704886404996161410,22.1
temp,1704886465215260232,22.0
temp,1704886525341257568,22.0
temp,1704886585801760856,22.1
temp,1704886645977438549,22.2
temp,1704886706314048964,22.2
temp,1704886766479199502,22.1
temp,1704886826895133855,22.0
temp,1704886887041549051,22.0
temp,1704886947402641190,22.1
temp,1704887007751306917,22.2
temp,1704887068096255046,22.2
temp,1704887128260015260,22.1
temp,1704887188604448993,22.1
temp,1704887248809023794,22.4
temp,1704887309195858910,22.5
temp,1704887369512534150,22.4
temp,1704887429531642558,22.4
temp,1704887489909821306,22.5
temp,1704887550357034563,22.5
temp,1704887610596522851,22.5
temp,1704887671750230417,22.5
temp,1704887730923785705,22.5
temp,1704887791383790462,22.5
temp,1704887851702424018,22.6
temp,1704887911950449087,22.8
temp,1704887972235299601,22.7
temp,1704888032457092985,22.7
temp,1704888092681128979,22.7
temp,1704888153059417188,22.7
temp,1704888213220020853,22.7
temp,1704888273488369552,22.7
temp,1704888333798070502,22.7
temp,1704888394318931793,22.6
temp,1704888454433750671,22.6
temp,1704888514803500045,22.7
temp,1704888574896070226,22.6
temp,1704888635404770343,22.7
temp,1704888695632119205,22.8
temp,1704888756001281145,22.9
temp,1704888816379702846,22.9
temp,1704888876394072622,22.8
temp,1704888936842778030,22.8
temp,1704888997150967999,22.9
temp,1704889057374724610,22.9
temp,1704889117539934165,23.0
temp,1704889177795415531,23.1
temp,1704889238219220707,23.2
temp,1704889298401616331,23.2
temp,1704889358727541669,23.2
temp,1704889418808620942,23.1
temp,1704889479516946957,23.1
temp,1704889539370417359,23.0
temp,1704889599946562562,23.2
temp,1704889660196225402,23.2
temp,1704889720413332829,23.2
temp,1704889780734550212,23.2
temp,1704889841041743622,23.2
temp,1704889901118808546,23.2
temp,1704889961515686608,23.1
temp,1704890021913657639,23.2
temp,1704890082098026693,23.2
temp,1704890143223145820,23.2
temp,1704890202521076364,23.2
temp,1704890262776801985,23.2
temp,1704890323036959327,23.2
temp,1704890383608168805,23.2
temp,1704890443626501360,23.2
temp,1704890504217238403,23.2
temp,1704890564187712522,23.2
temp,1704890624455727035,23.2
temp,1704890684966889779,23.3
temp,1704890745128641592,23.3
temp,1704890805511076857,23.3
temp,1704890865720596574,23.3
temp,1704890925925416532,23.3
temp,1704890986350295920,23.4
temp,1704891046499557436,23.4
temp,1704891106703397707,23.4
temp,1704891167144025284,23.5
temp,1704891227339959531,23.5
temp,1704891287696993606,23.5
temp,1704891348074358131,23.5
temp,1704891408380359813,23.5
temp,1704891468665714962,23.6
temp,1704891528706645927,23.6
temp,1704891589127826037,23.7
temp,1704891649265463766,23.6
temp,1704891709743406570,23.6
temp,1704891769819833717,23.7
temp,1704891830321850677,23.7
temp,1704891890400939653,23.8
temp,1704891950855996034,23.7
temp,1704892010975533333,23.6
temp,1704892071282294000,23.8
temp,1704892131702208536,23.8
temp,1704892191808363196,23.7
temp,1704892252158671245,23.6
temp,1704892312515935473,23.6
temp,1704892372923786833,23.6
temp,1704892432908216257,23.6
temp,1704892493243835283,23.6
temp,1704892553458603590,23.6
temp,1704892613911364486,23.6
temp,1704892674165691651,23.6
temp,1704892734540250006,23.6
temp,1704892930496030258,23.6
temp,1704892930511906654,23.6
temp,1704892930519934252,23.7
temp,1705059353171287753,20.2
temp,1705059378454174653,20.0
temp,1705059455225918635,20.3
temp,1705059515378031719,20.2
temp,1705059575852048101,20.1
temp,1705059635805941517,19.9
temp,1705059696106000507,19.7
temp,1705059756434078230,19.6
temp,1705059816834129959,19.5
temp,1705059877186541951,19.5
temp,1705059937336199091,19.5
temp,1705059997497849404,19.5
temp,1705060058088016435,19.5
temp,1705060118152298856,19.5
temp,1705060178657136865,19.5
temp,1705060238938047727,19.5
temp,1705060300033913383,19.5
temp,1705060359445369284,19.5
temp,1705060419696377438,19.5
temp,1705060480139623094,19.5
temp,1705060540190546555,19.6
temp,1705060600565233050,19.7
temp,1705060660899553419,19.6
temp,1705060720936104139,19.5
temp,1705060781233523845,19.5
temp,1705060841610129801,19.5
temp,1705060901766426747,19.5
temp,1705060968511404490,19.5
temp,1705061022323110827,19.5
temp,1705061082836530509,19.5
temp,1705061142986537830,19.5
temp,1705061203366385991,19.5
temp,1705061263462366616,19.5
temp,1705061324066178047,19.5
temp,1705061384051168151,19.4
temp,1705061444488543566,19.4
temp,1705061511061394181,19.4
temp,1705061565083397482,19.4
temp,1705061625251672258,19.4
temp,1705061685467578720,19.4
temp,1705061745919345024,19.4
temp,1705061806228045560,19.4
temp,1705061866515171941,19.5
temp,1705061926530962740,19.7
temp,1705065917268501650,20.0
temp,1705065977331743048,20.1
temp,1705066037612644271,20.3
temp,1705066097949170888,20.5
temp,1705066518400647189,20.2
temp,1705066578688805624,20.1
temp,1705066639143226327,20.2
temp,1705066699272489495,20.1
temp,1705066759493878464,20.0
temp,1705066819750977265,19.9
temp,1705066880104233375,19.8
temp,1705066940533949145,19.8
temp,1705067000603896606,19.8
temp,1705067061133147080,19.7
temp,1705067121217901879,19.7
temp,1705067181499911143,19.6
temp,1705067241830730905,19.5
temp,1705067302198358409,19.5
temp,1705067362436965470,19.5
temp,1705067422566631832,19.5
temp,1705068040242028596,20.0
temp,1705068100384880151,19.7
temp,1705068160783578326,19.8
temp,1705068220951188694,19.9
temp,1705068226677340128,1
temp,1705068281191004600,19.9
temp,1705068313509681296,1
temp,1705068315054431642,3
temp,1705068315933913051,7
temp,1705068341590394018,19.9
temp,1705068414688287900,6
temp,1705068415466342951,10
temp,1705068416103140817,17
temp,1705068462285742784,19.7
temp,1705068522463196674,19.8
temp,1705068582716632864,19.8
temp,1705068643038868196,19.8
temp,1705068703295173537,19.7
temp,1705068763524815356,19.7
temp,1705068823937864107,19.7
temp,1705068884055348754,19.7
temp,1705068944345851366,19.7
temp,1705069004779927965,19.7
temp,1705069065053798903,19.7
temp,1705069125253491778,19.7
temp,1705069185433775165,19.7
temp,1705069245830697369,19.7
temp,1705069306116700623,19.7
temp,1705069366412328940,19.7
temp,1705069426634228859,19.7
temp,1705069486873627530,19.7
temp,1705069547243874841,19.6
temp,1705069607641803497,19.6
temp,1705069667832676699,19.6
temp,1705069728151631855,19.6
temp,1705069788281355939,19.6
temp,1705069848752808436,19.6
temp,1705069908904303247,19.6
temp,1705069969215514862,19.5
temp,1705070029461219327,19.5
temp,1705070089739926647,19.5
temp,1705070150172388355,19.5
temp,1705070210235310290,19.5
temp,1705070270532013401,19.5
temp,1705070330871206166,19.5
temp,1705070391064314445,19.5
temp,1705070451395451486,19.5
temp,1705070511648392050,19.5
temp,1705070571947887690,19.5
temp,1705070632343492522,19.5
temp,1705070692546520213,19.5
temp,1705070752927197703,19.5
temp,1705070813305057886,19.5
temp,1705070873583836739,19.5
temp,1705070933582811064,19.5
temp,1705070993947331779,19.5
temp,1705071054386240204,19.5
temp,1705071114673306253,19.5
temp,1705071174716390238,19.5
temp,1705071235221480114,19.5
temp,1705071295522172201,19.5
temp,1705071355745402061,19.5
temp,1705071416027972298,19.5
temp,1705071476372762566,19.5
temp,1705071536583342809,19.5
temp,1705071596730629883,19.5
temp,1705071657135295154,19.5
temp,1705071717405733980,19.5
temp,1705071777507430847,19.5
temp,1705071837987241476,19.5
temp,1705071898186769192,19.5
temp,1705071958343408728,19.5
temp,1705072018661684046,19.5
temp,1705072078997364223,19.5
temp,1705072139451632822,19.5
temp,1705072199474496611,19.5
temp,1705072259806313043,19.5
temp,1705072320105979606,19.5
temp,1705072380538513252,19.5
temp,1705072440685989505,19.5
temp,1705072501105903473,19.5
temp,1705072561209412411,19.5
temp,1705072621454317389,19.5
temp,1705072681763513317,19.5
temp,1705072742282581401,19.5
temp,1705072802385358739,19.5
temp,1705072862812308318,19.5
temp,1705072922968071585,19.5
temp,1705072983432930171,19.5
temp,1705073043517561988,19.5
temp,1705073103949731745,19.5
temp,1705073164144980129,19.4
temp,1705073224540858647,19.4
temp,1705073284601686318,19.4
temp,1705073345026870871,19.4
temp,1705073405153103974,19.4
temp,1705073465795733243,19.4
temp,1705073525766951953,19.4
temp,1705073586189405913,19.5
temp,1705073646462726655,19.5
temp,1705073706662222449,19.5
temp,1705073766969898673,19.5
temp,1705073827116712194,19.5
temp,1705073887690880841,19.5
temp,1705073947772280247,19.4
temp,1705074008145619536,19.5
temp,1705074068251026158,19.5
temp,1705074128747617974,19.5
temp,1705074249127964558,19.4
temp,1705074309459187046,19.5
temp,1705074369680667813,19.5
temp,1705074430061608037,19.5
temp,1705074490436074644,19.5
temp,1705074550740844750,19.5
temp,1705074611025455670,19.5
temp,1705074671300833160,19.5
temp,1705074731397011223,19.5
temp,1705074791624526931,19.5
temp,1705074851958745626,19.5
temp,1705074912556160164,19.5
temp,1705074972551884504,19.5
temp,1705075032851563713,19.5
temp,1705075093284881429,19.5
temp,1705075153466790872,19.5
temp,1705075213657387369,19.5
temp,1705075274059337686,19.5
temp,1705075334112260750,19.5
temp,1705075394656966405,19.5
temp,1705075454762346663,19.5
temp,1705075515019954061,19.5
temp,1705075575448313908,19.5
temp,1705075635618055964,19.5
temp,1705075695871930089,19.5
temp,1705075756139646664,19.5
temp,1705075816653722265,19.5
temp,1705075876904138401,19.5
temp,1705075937003407559,19.5
temp,1705075997253828389,19.5
temp,1705076057507578746,19.4
temp,1705076117862516912,19.4
temp,1705076178208206284,19.4
temp,1705076238339615046,19.3
temp,1705076298887032649,19.3
temp,1705076359169435945,19.3
temp,1705076419343474443,19.3
temp,1705076479650697077,19.3
temp,1705076539782911632,19.2
temp,1705076600097432215,19.2
temp,1705076660452116865,19.2
temp,1705076720804753818,19.2
temp,1705076780946149126,19.2
temp,1705076841282502760,19.2
temp,1705076901480662580,19.2
temp,1705076961896935380,19.2
temp,1705077022059879489,19.1
temp,1705077082315537576,19.1
temp,1705077142860806427,19.1
temp,1705077203092770973,19.1
temp,1705077263396001811,19.1
temp,1705077323616624442,19.2
temp,1705077383751278792,19.1
temp,1705077444199758987,19.1
temp,1705077504452492537,19.1
temp,1705077564635897012,19.0
temp,1705077624900265214,19.1
temp,1705077685140451870,19.0
temp,1705077745436198144,19.0
temp,1705077805673071973,19.1
temp,1705077866044191560,19.0
temp,1705077926298644108,19.0
temp,1705077986760445757,19.0
temp,1705078046839157045,19.0
temp,1705078107293941298,19.0
temp,1705078167521800778,18.9
