name,time,value
temp,1704800503340254454,17.8
temp,1704800563819576928,17.8
temp,1704800623934533494,17.8
temp,1704800684411177149,17.8
temp,1704800744693557971,17.8
temp,1704800804767188840,17.7
temp,1704800865142209904,17.7
temp,1704800925387680631,17.8
temp,1704800985811323014,17.8
temp,1704801046203286920,17.8
temp,1704801106180024137,17.8
temp,1704801166639388110,17.8
temp,1704801226915026256,17.8
temp,1704801287170454960,17.8
temp,1704801347376342123,17.8
temp,1704801407805587270,17.7
temp,1704801467886174015,17.7
temp,1704801528221328128,17.7
temp,1704801588565309863,17.7
temp,1704801648999863644,17.7
temp,1704801709268769557,17.8
temp,1704801769296493225,17.7
temp,1704801829822668366,17.7
temp,1704801890017791252,17.8
temp,1704801950335327651,17.8
temp,1704802010542719707,17.8
temp,1704802070901844405,17.8
temp,1704802131161416189,17.8
temp,1704802191596503265,17.8
temp,1704802251832138989,17.8
temp,1704802312032825415,17.8
temp,1704802372140431937,17.8
temp,1704802432440429231,17.8
temp,1704802492873118676,17.8
temp,1704802553030162566,17.8
temp,1704802613210979785,17.8
temp,1704802673573276404,17.8
temp,1704802733822854289,17.8
temp,1704802794273054027,17.8
temp,1704802854339654536,17.8
temp,1704802914601340882,17.8
temp,1704802975057459748,17.8
temp,1704803035359939778,17.8
temp,1704803095459595530,17.8
temp,1704803155961688375,17.8
temp,1704803216137417311,17.8
temp,1704803276368057291,17.8
temp,1704803336870134667,17.8
temp,1704803396891322166,17.8
temp,1704803457461468224,17.8
temp,1704803517567329577,17.8
temp,1704803577947644054,17.8
temp,1704803638099625296,17.9
temp,1704803698254259922,17.8
temp,1704803758753381208,17.9
temp,1704803818855869441,17.9
temp,1704803879239140409,17.8
temp,1704803939383033824,17.9
temp,1704803999841634370,18.0
temp,1704804059986105236,18.0
temp,1704804120373561037,18.0
temp,1704804180772942890,18.0
temp,1704804241053415552,18.0
temp,1704804301163292800,18.0
temp,1704804361444476542,17.9
temp,1704804421695303938,17.9
temp,1704804481955565785,17.9
temp,1704804542199956607,17.9
temp,1704804602631680384,18.0
temp,1704804662820768227,18.0
temp,1704804723181744453,18.0
temp,1704804783549177101,18.0
temp,1704804843736856426,18.0
temp,1704804904113109300,18.0
temp,1704804964341637693,18.0
temp,1704805024598578476,18.0
temp,1704805084841678645,18.0
temp,1704805145273155591,18.0
temp,1704805205469364210,18.0
temp,1704805265871041217,18.0
temp,1704805326099595677,18.0
temp,1704805386615837099,18.0
temp,1704805446728777704,18.0
temp,1704805506719788268,18.0
temp,1704805567255829074,18.0
temp,1704805627432143726,18.0
temp,1704805687561910686,18.0
temp,1704805748089799112,18.0
temp,1704805808126925852,18.0
temp,1704805868613220893,17.9
temp,1704805928718299972,18.0
temp,1704805988973406914,18.0
temp,1704806049296738412,18.0
temp,1704806109695887869,18.0
temp,1704806170103675735,18.0
temp,1704806230327507675,18.0
temp,1704806290401368763,18.0
temp,1704806350653300984,18.0
temp,1704806411180048647,18.0
temp,1704806471236943513,18.0
temp,1704806531761847751,18.0
temp,1704806591788071781,18.0
temp,1704806652166011757,18.0
temp,1704806712392712776,18.0
temp,1704806772690235284,18.0
temp,1704806833022234147,18.0
temp,1704806893208228379,18.0
temp,1704806953497635559,18.0
temp,1704807013948240661,18.0
temp,1704807074377282581,18.0
temp,1704807134577657358,18.0
temp,1704807194804240920,18.0
temp,1704807255080950015,18.0
temp,1704807315442028398,18.0
temp,1704807375608131637,18.0
temp,1704807435943028974,18.0
temp,1704807496278370933,18.0
temp,1704807556296191135,18.0
temp,1704807616772692855,18.0
temp,1704807677126619837,18.0
temp,1704807737329521331,18.0
temp,1704807797429443859,18.0
temp,1704807857923108062,18.0
temp,1704807918128012194,18.0
temp,1704807978378526459,18.0
temp,1704808038626247436,18.0
temp,1704808098887818033,18.0
temp,1704808159109539357,18.0
temp,1704808219471848793,18.0
temp,1704808279834400887,18.0
temp,1704808340123000710,18.0
temp,1704808400392695203,18.0
temp,1704808460616560524,18.0
temp,1704808521043344564,18.0
temp,1704808581404437571,18.0
temp,1704808641454001088,18.0
temp,1704808701845672677,18.0
temp,1704808762295609957,18.0
temp,1704808822220703121,18.0
temp,1704808882518472329,18.0
temp,1704808942803762966,18.0
temp,1704809003162779038,18.1
temp,1704809063461925976,18.1
temp,1704809123763012516,18.1
temp,1704809184060043788,18.1
temp,1704809244297701457,18.1
temp,1704809304713671589,18.0
temp,1704809364914967389,18.0
temp,1704809425196723513,18.0
temp,1704809485450785511,18.0
temp,1704809545919947526,18.0
temp,1704809605917726771,18.0
temp,1704809666354901131,18.0
temp,1704809726629351423,18.0
temp,1704809786936912273,18.0
temp,1704809847160961733,18.0
temp,1704809907427270407,18.0
temp,1704809967761052740,18.0
temp,1704810028101169023,18.0
temp,1704810088135864458,18.0
temp,1704810148623913092,18.0
temp,1704810208791752530,18.0
temp,1704810269120665782,18.0
temp,1704810329544297782,18.0
temp,1704810389753870714,18.0
temp,1704810450048049882,18.0
temp,1704810510248488531,18.0
temp,1704810570427240716,18.0
temp,1704810630754748911,18.0
temp,1704810691079404333,18.0
temp,1704810751256377720,18.0
temp,1704810811769758652,18.0
temp,1704810871874869505,18.0
temp,1704810932069179649,18.0
temp,1704810992468545020,18.0
temp,1704811052866675004,18.0
